Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url
46738,Summon Night 2,summon-night-2,Role-Playing,,PS,Banpresto,Flight-Plan,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/30286/summon-night-2/?region=All,1,,/games/boxart/full_summon-night-2_932JapanFront.jpg
46739,Summon Night: Swordcraft Story 2,summon-night-swordcraft-story-2,Role-Playing,T,GBA,Atlus,Flight-Plan,,,,,,,,,,2006.0,,http://www.vgchartz.com/game/18701/summon-night-swordcraft-story-2/?region=All,1,,/games/boxart/3797162ccc.jpg
46740,Summoner War,summoner-war,Action,,3DS,Zoo Games,Zoo Games,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/62477/summoner-war/?region=All,1,,/games/boxart/default.jpg
46741,Sumo,sumo,Shooter,,XBL,Microsoft,PaulCunningham,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/42288/sumo/?region=All,1,,/games/boxart/full_173828AmericaFrontccc.jpg
46742,Sumo Fighter,sumo-fighter,Action,,GB,DTMC,KID,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/18778/sumo-fighter/?region=All,1,,/games/boxart/6273329ccc.jpg
46743,Sumo Squash!,sumo-squash,Platform,,XBL,Microsoft,F4T C4T,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/51742/sumo-squash/?region=All,1,,/games/boxart/full_sumo-squash_124AmericaFront.jpg
46744,SunAge,sunage,Strategy,,PC,GamersGate,Vertex 4,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/31032/sunage/?region=All,1,,/games/boxart/6713058PALFrontccc.jpg
46745,Sunday Funday: The Ride,sunday-funday-the-ride,Platform,,NES,Wisdom Tree,Wisdom Tree,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/16500/sunday-funday-the-ride/?region=All,1,,/games/boxart/6545529ccc.jpg
46746,Sunless Sea,sunless-sea,Adventure,,OSX,Failbetter Games,Failbetter Games,,,,,,,,,,2015.0,,http://www.vgchartz.com/game/83515/sunless-sea/?region=All,1,,/games/boxart/full_5680387AmericaFrontccc.jpg
46747,Sunless Sea,sunless-sea,Adventure,,PC,Failbetter Games,Failbetter Games,,,,,,,,,,2015.0,,http://www.vgchartz.com/game/83517/sunless-sea/?region=All,1,,/games/boxart/full_9260808AmericaFrontccc.jpg
46748,Sunrider: First Arrival,sunrider-first-arrival,Adventure,,PC,Sekai Project,Love in Space,,,,,,,,,,2014.0,,http://www.vgchartz.com/game/83502/sunrider-first-arrival/?region=All,1,,/games/boxart/full_3135091AmericaFrontccc.jpeg
46749,Sunrise Eiyuutan,sunrise-eiyuutan,Role-Playing,,DC,Sunrise Interactive,Atelier-Sai,,4.6,,,,,,,,1999.0,,http://www.vgchartz.com/game/38003/sunrise-eiyuutan/?region=All,1,,/games/boxart/full_3683587JapanFrontccc.jpg
46750,Sunrise Eiyuutan 2,sunrise-eiyuutan-2,Role-Playing,,PS2,Sunrise Interactive,Atelier-Sai,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/46504/sunrise-eiyuutan-2/?region=All,1,,/games/boxart/full_sunrise-eiyuutan-2_5JapanFront.jpg
46751,Sunrise Eiyuutan 3,sunrise-eiyuutan-3,Role-Playing,,PS2,Sunrise Interactive,ITL,,,,,,,,,,2006.0,,http://www.vgchartz.com/game/46505/sunrise-eiyuutan-3/?region=All,1,,/games/boxart/full_sunrise-eiyuutan-3_1JapanFront.jpg
46752,Sunrise World War,sunrise-world-war,Role-Playing,,PS2,Sunrise Interactive,Atelier-Sai,,,,,,,,,,2003.0,,http://www.vgchartz.com/game/46506/sunrise-world-war/?region=All,1,,/games/boxart/full_sunrise-world-war_8JapanFront.jpg
46753,Sunset,sunset,Adventure,,Linux,Tale of Tales,Tale of Tales,,,,,,,,,,2015.0,23rd Nov 18,http://www.vgchartz.com/game/82121/sunset/?region=All,1,,/games/boxart/full_8412162AmericaFrontccc.jpg
46754,Sunset,sunset,Adventure,,OSX,Tale of Tales,Tale of Tales,,,,,,,,,,2015.0,23rd Nov 18,http://www.vgchartz.com/game/82122/sunset/?region=All,1,,/games/boxart/full_7162724AmericaFrontccc.jpg
46755,Sunset,sunset,Adventure,,PC,Tale of Tales,Tale of Tales,,,,,,,,,,2015.0,23rd Nov 18,http://www.vgchartz.com/game/82123/sunset/?region=All,1,,/games/boxart/full_1510371AmericaFrontccc.jpg
46756,Sunset Riders,sunset-riders,Shooter,,SNES,Konami,Konami,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/25636/sunset-riders/?region=All,1,,/games/boxart/full_9223981AmericaFrontccc.jpg
46757,Sunset Riders,sunset-riders,Shooter,,GEN,Konami,Konami,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/36397/sunset-riders/?region=All,1,,/games/boxart/full_9814104AmericaFrontccc.jpg
46758,Sunsoft Grand Prix,sunsoft-grand-prix,Racing,,GB,Sunsoft,ASK,,,,,,,,,,1992.0,,http://www.vgchartz.com/game/16449/sunsoft-grand-prix/?region=All,1,,/games/boxart/full_sunsoft-grand-prix_1PALFront.jpg
46759,Supaplex,supaplex,Strategy,,PC,Unknown,Think!Ware Development,,,,,,,,,,1992.0,,http://www.vgchartz.com/game/56109/supaplex/?region=All,1,,/games/boxart/default.jpg
46760,Super 1 Karting,super-1-karting,Racing,,GB,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/24094/super-1-karting/?region=All,1,,/games/boxart/full_super-1-karting_828PALFront.jpg
46761,Super 3D Noah's Ark,super-3d-noahs-ark,Shooter,,PC,Webzen,Wisdom Tree,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/16509/super-3d-noahs-ark/?region=All,1,,/games/boxart/2703309ccc.gif
46762,Super Action Pack,super-action-pack,Misc,,2600,Activision,Activision,,,,,,,,,,1988.0,,http://www.vgchartz.com/game/21566/super-action-pack/?region=All,1,,/games/boxart/1132384ccc.jpg
46763,Super Adventure Island,super-adventure-island,Platform,E,VC,Hudson Soft,Produce!,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/50492/super-adventure-island/?region=All,1,,/games/boxart/full_super-adventure-island_354AmericaFront.jpg
46764,Super Adventure Island II,super-adventure-island-ii,Platform,,SNES,Hudson Soft,Hudson Soft,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/32876/super-adventure-island-ii/?region=All,1,,/games/boxart/full_super-adventure-island-ii_176AmericaFront.jpg
46765,Super Adventure Island II,super-adventure-island-ii,Platform,,VC,Hudson Soft,Hudson Soft,,8.0,,,,,,,,2011.0,,http://www.vgchartz.com/game/50514/super-adventure-island-ii/?region=All,1,,/games/boxart/full_super-adventure-island-ii_143AmericaFront.jpg
46766,Super Adventure RockMan,super-adventure-rockman,Adventure,,PS,Capcom,Capcom,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/32354/super-adventure-rockman/?region=All,1,,/games/boxart/full_4455488JapanFrontccc.jpg
46767,Super Adventure RockMan,super-adventure-rockman,Adventure,,SAT,Capcom,Capcom,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/32355/super-adventure-rockman/?region=All,1,,/games/boxart/full_3346805JapanFrontccc.jpg
46768,Super Air Zonk: Rockabilly Paradise,super-air-zonk-rockabilly-paradise,Shooter,,PCE,Hudson Soft,Dual,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/14398/super-air-zonk-rockabilly-paradise/?region=All,1,,/games/boxart/full_super-air-zonk-rockabilly-paradise_3AmericaFront.jpg
46769,Super Air Zonk: Rockabilly Paradise,super-air-zonk-rockabilly-paradise,Shooter,E,VC,Hudson Soft,Dual,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/17943/super-air-zonk-rockabilly-paradise/?region=All,1,,/games/boxart/5253594ccc.jpg
46770,Super Alfred Chicken,super-alfred-chicken,Action,,SNES,Mindscape,Twilight Games,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/15975/super-alfred-chicken/?region=All,1,,/games/boxart/1100565ccc.jpg
46771,Super Asteroids & Missile Command,super-asteroids-amp-missile-command,Shooter,E,Lynx,Atari,Atari,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/22557/super-asteroids-amp-missile-command/?region=All,1,,/games/boxart/5707196ccc.jpg
46772,Super B-Daman Battle Phoenix 64,super-b-daman-battle-phoenix-64,Misc,,N64,Hudson Soft,Takara,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/24819/super-b-daman-battle-phoenix-64/?region=All,1,,/games/boxart/full_748232JapanFrontccc.jpg
46773,Super B-Daman: Fighting Phoenix,super-b-daman-fighting-phoenix,Fighting,,GB,Hudson Soft,Takara,,,,,,,,,,1997.0,,http://www.vgchartz.com/game/28912/super-b-daman-fighting-phoenix/?region=All,1,,/games/boxart/full_2275221JapanFrontccc.jpg
46774,Super Back to the Future Part II,super-back-to-the-future-part-ii,Platform,,SNES,Toshiba EMI,Daft,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/30133/super-back-to-the-future-part-ii/?region=All,1,,/games/boxart/full_1411404JapanFrontccc.jpg
46775,Super Baseball 2020,super-baseball-2020,Sports,,NG,SNK,Pallas,,,,,,,,,,1991.0,,http://www.vgchartz.com/game/18495/super-baseball-2020/?region=All,1,,/games/boxart/8155345ccc.jpg
46776,Super Baseball 2020,super-baseball-2020,Sports,,GEN,Electronic Arts,Pallas,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/29759/super-baseball-2020/?region=All,1,,/games/boxart/full_389762AmericaFrontccc.jpg
46777,Super Bases Loaded,super-bases-loaded,Sports,,SNES,Jaleco,Jaleco Entertainment,,,,,,,,,,1991.0,,http://www.vgchartz.com/game/27895/super-bases-loaded/?region=All,1,,/games/boxart/full_9175984AmericaFrontccc.jpg
46778,Super Bases Loaded 2,super-bases-loaded-2,Sports,,SNES,Jaleco,Jaleco Entertainment,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/41529/super-bases-loaded-2/?region=All,1,,/games/boxart/full_1333055AmericaFrontccc.jpg
46779,Super Bases Loaded 3: License to Steal,super-bases-loaded-3-license-to-steal,Sports,E,SNES,Jaleco,Jaleco Entertainment,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/41527/super-bases-loaded-3-license-to-steal/?region=All,1,,/games/boxart/full_9398357AmericaFrontccc.jpg
46780,Super Battleship,super-battleship,Strategy,,GEN,Mindscape,Synergistic Software,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/41763/super-battleship/?region=All,1,,/games/boxart/full_8048166AmericaFrontccc.jpg
46781,Super Battleship,super-battleship,Strategy,,SNES,Mindscape,Synergistic Software,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/41764/super-battleship/?region=All,1,,/games/boxart/full_4635557AmericaFrontccc.jpg
46782,Super Battletank,super-battletank,Simulation,E,GG,Majesco,Imagineering Inc.,,,,,,,,,,1992.0,,http://www.vgchartz.com/game/15930/super-battletank/?region=All,1,,/games/boxart/full_super-battletank_4AmericaFront.jpg
46783,Super Battletank,super-battletank,Simulation,,GB,Absolute Entertainment,Imagineering Inc.,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/18779/super-battletank/?region=All,1,,/games/boxart/8477094ccc.jpg
46784,Super Battletank,super-battletank,Simulation,,SNES,Unknown,Imagineering,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/42491/super-battletank/?region=All,1,,/games/boxart/default.jpg
46785,Super Battletank 2,super-battletank-2,Simulation,,SNES,Absolute Entertainment,Imagineering Inc.,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/22439/super-battletank-2/?region=All,1,,/games/boxart/full_1577820AmericaFrontccc.jpg
46786,Super BikkuriMan,super-bikkuriman,Fighting,,SNES,Bec,Tom Create,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/49683/super-bikkuriman/?region=All,1,,/games/boxart/full_super-bikkuriman_29JapanFront.jpg
46787,Super BikkuriMan: Densetsu no Sekiban,super-bikkuriman-densetsu-no-sekiban,Action,,GB,Yutaka,Yutaka,,,,,,,,,,1992.0,,http://www.vgchartz.com/game/49682/super-bikkuriman-densetsu-no-sekiban/?region=All,1,,/games/boxart/full_super-bikkuriman-densetsu-no-sekiban_618JapanFront.jpg
46788,Super Black Bass,super-black-bass,Sports,,GB,Hot-B,Starfish,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/18780/super-black-bass/?region=All,1,,/games/boxart/full_8791380JapanFrontccc.jpg
46789,Super Black Bass,super-black-bass,Sports,,SNES,Hot-B,Starfish,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/24991/super-black-bass/?region=All,1,,/games/boxart/5159036ccc.jpg
46790,Super Black Bass 3D,super-black-bass-3d,Misc,,3DS,Rising Star Games,Unknown,,,,,,,,,,2013.0,,http://www.vgchartz.com/game/79504/super-black-bass-3d/?region=All,1,,/games/boxart/default.jpg
46791,Super Black Bass Pocket 2,super-black-bass-pocket-2,Sports,,GB,Starfish,"Hot-B Co., Ltd.",,,,,,,,,,1997.0,,http://www.vgchartz.com/game/49320/super-black-bass-pocket-2/?region=All,1,,/games/boxart/full_super-black-bass-pocket-2_41JapanFront.jpg
46792,Super Black Bass: Real Fight,super-black-bass-real-fight,Sports,,GB,Starfish,Hot-B,,,,,,,,,,1999.0,,http://www.vgchartz.com/game/24095/super-black-bass-real-fight/?region=All,1,,/games/boxart/full_super-black-bass-real-fight_582JapanFront.jpg
46793,Super Bomberman: Panic Bomber W,super-bomberman-panic-bomber-w,Puzzle,,SNES,Hudson Soft,Raizing,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/31055/super-bomberman-panic-bomber-w/?region=All,1,,/games/boxart/full_9647635JapanFrontccc.jpg
46794,Super Bombliss,super-bombliss,Puzzle,,SNES,Bullet Proof Software,TOSE,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/46190/super-bombliss/?region=All,1,,/games/boxart/full_super-bombliss_2JapanFront.jpg
46795,Super Bombliss DX,super-bombliss-dx,Puzzle,,GB,Bullet Proof Software,Bullet Proof Software,,,,,,,,,,1999.0,,http://www.vgchartz.com/game/24096/super-bombliss-dx/?region=All,1,,/games/boxart/full_super-bombliss-dx_1JapanFront.jpg
46796,Super Bonk,super-bonk,Platform,,SNES,Hudson Soft,Hudson Soft,,,,,,,,,,1994.0,,http://www.vgchartz.com/game/47687/super-bonk/?region=All,1,,/games/boxart/full_super-bonk_9AmericaFront.jpg
46797,Super Bonk,super-bonk,Platform,E,VC,Hudson Soft,Hudson Soft,,,,,,,,,,2011.0,,http://www.vgchartz.com/game/47688/super-bonk/?region=All,1,,/games/boxart/full_super-bonk_4AmericaFront.jpg
46798,Super Bowling,super-bowling,Sports,,SNES,Technos Japan Corporation,Athena,,,,,,,,,,1992.0,,http://www.vgchartz.com/game/18136/super-bowling/?region=All,1,,/games/boxart/7099183ccc.gif
46799,Super Breakout,super-breakout,Puzzle,,5200,Atari,Atari,,,,,,,,,,1982.0,,http://www.vgchartz.com/game/23147/super-breakout/?region=All,1,,/games/boxart/5674574ccc.jpg
46800,Super Breakout,super-breakout,Puzzle,E,GB,Majesco,Morning Star Multimedia,,,,,,,,,,1998.0,,http://www.vgchartz.com/game/24097/super-breakout/?region=All,1,,/games/boxart/full_7701636AmericaFrontccc.jpg
46801,Super Bubble Pop,super-bubble-pop,Puzzle,E,PS,Jaleco,Runecraft,,4.6,,,,,,,,2002.0,,http://www.vgchartz.com/game/35733/super-bubble-pop/?region=All,1,,/games/boxart/full_988179AmericaFrontccc.jpg
46802,Super Bubble Pop,super-bubble-pop,Puzzle,E,PC,RealNetworks,eGames,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/42136/super-bubble-pop/?region=All,1,,/games/boxart/full_5150714AmericaFrontccc.jpg
46803,Super Bubsy,super-bubsy,Platform,E,PC,Accolade,ATI Technologies,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/48665/super-bubsy/?region=All,1,,/games/boxart/full_super-bubsy_654AmericaFront.jpg
46804,Super Burnout,super-burnout,Racing,E,AJ,Atari,Shen Studios,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/19652/super-burnout/?region=All,1,,/games/boxart/5689483ccc.jpg
46805,Super Bust-A-Move,super-bust-a-move,Puzzle,E,PC,EON Digital Entertainment,Taito Corporation,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/29443/super-bust-a-move/?region=All,1,,/games/boxart/default.jpg
46806,Super Bust-A-Move 2,super-bust-a-move-2,Puzzle,E,PS2,Ubisoft,Taito Corporation,,,,,,,,,,2002.0,,http://www.vgchartz.com/game/2275/super-bust-a-move-2/?region=All,1,,/games/boxart/657039ccc.jpg
46807,Super Buster Bros.,super-buster-bros,Action,,SNES,Capcom,Capcom / Mitchell Corporation,,,,,,,,,,1992.0,,http://www.vgchartz.com/game/15597/super-buster-bros/?region=All,1,,/games/boxart/5741899ccc.jpg
46808,Super C,super-c,Shooter,,NES,Konami,Konami,,,,,,,,,,1990.0,,http://www.vgchartz.com/game/12494/super-c/?region=All,1,,/games/boxart/full_7263153AmericaFrontccc.jpg
46809,Super C,super-c,Shooter,E,VC,Konami,Konami,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/17950/super-c/?region=All,1,,/games/boxart/4592534ccc.jpg
46810,Super Caesars Palace,super-caesars-palace,Misc,,SNES,Virgin Interactive,Illusions Gaming Company,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/18178/super-caesars-palace/?region=All,1,,/games/boxart/686143ccc.jpg
46811,Super Casino Special,super-casino-special,Simulation,,SAT,Coconuts Japan,Coconuts Japan,,,,,,,,,,1997.0,,http://www.vgchartz.com/game/30597/super-casino-special/?region=All,1,,/games/boxart/full_1471878JapanFrontccc.jpg
46812,Super Castlevania IV,super-castlevania-iv,Platform,E10,VC,Konami,Konami,,8.0,,,,,,,,2006.0,,http://www.vgchartz.com/game/17951/super-castlevania-iv/?region=All,1,,/games/boxart/full_7938959AmericaFrontccc.jpg
46813,Super Challenge Baseball,super-challenge-baseball,Sports,,2600,Mattel Interactive,Mattel,,,,,,,,,,1982.0,,http://www.vgchartz.com/game/21569/super-challenge-baseball/?region=All,1,,/games/boxart/5338776ccc.jpg
46814,Super Challenge Football,super-challenge-football,Sports,,2600,Mattel Interactive,Mattel,,,,,,,,,,1982.0,,http://www.vgchartz.com/game/21570/super-challenge-football/?region=All,1,,/games/boxart/1792789ccc.jpg
46815,Super Chase H.Q.,super-chase-hq,Racing,,SNES,Taito,Taito Corporation,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/18177/super-chase-hq/?region=All,1,,/games/boxart/5640878ccc.jpg
46816,Super Chase H.Q.,super-chase-hq,Racing,,GB,Taito,Taito Corporation,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/43715/super-chase-hq/?region=All,1,,/games/boxart/full_9003558AmericaFrontccc.jpg
46817,Super Chinese Fighter,super-chinese-fighter,Fighting,,SNES,Culture Brain,Culture Brain,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/49449/super-chinese-fighter/?region=All,1,,/games/boxart/full_super-chinese-fighter_88JapanFront.jpg
46818,Super Chinese Fighter EX,super-chinese-fighter-ex,Fighting,,GB,Culture Brain,Culture Brain,,,,,,,,,,1999.0,,http://www.vgchartz.com/game/24098/super-chinese-fighter-ex/?region=All,1,,/games/boxart/full_super-chinese-fighter-ex_993JapanFront.jpg
46819,Super Chinese Fighter GB,super-chinese-fighter-gb,Fighting,,GB,Culture Brain,Culture Brain,,,,,,,,,,1996.0,,http://www.vgchartz.com/game/49448/super-chinese-fighter-gb/?region=All,1,,/games/boxart/full_super-chinese-fighter-gb_250JapanFront.jpg
46820,Super Chinese I+II Advance,super-chinese-iii-advance,Action,,GBA,Culture Brain,Culture Brain,,,,,,,,,,2004.0,,http://www.vgchartz.com/game/28451/super-chinese-iii-advance/?region=All,1,,/games/boxart/full_1488663JapanFrontccc.jpg
46821,Super Chinese World 2: Uchuu Ichibuto Daikai,super-chinese-world-2-uchuu-ichibuto-daikai,Role-Playing,,SNES,Culture Brain,Culture Brain,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/28885/super-chinese-world-2-uchuu-ichibuto-daikai/?region=All,1,,/games/boxart/full_9516582JapanFrontccc.jpg
46822,Super Cobra,super-cobra,Action,,2600,Parker Bros.,Parker Bros,,,,,,,,,,1983.0,,http://www.vgchartz.com/game/21571/super-cobra/?region=All,1,,/games/boxart/8560760ccc.jpg
46823,Super Cobra,super-cobra,Action,,5200,Parker Bros.,Parker Bros,,,,,,,,,,1983.0,,http://www.vgchartz.com/game/23148/super-cobra/?region=All,1,,/games/boxart/8618679ccc.jpg
46824,Super Collapse!,super-collapse,Puzzle,E,PC,GameHouse,GameHouse,,,,,,,,,,2001.0,,http://www.vgchartz.com/game/29879/super-collapse/?region=All,1,,/games/boxart/full_super-collapse_20AmericaFront.jpg
46825,Super Collapse! 3,super-collapse-3,Puzzle,E,PSP,Mumbo Jumbo,Mac Play,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/14683/super-collapse-3/?region=All,1,,/games/boxart/5385907ccc.jpg
46826,Super Collapse! 3,super-collapse-3,Puzzle,E,PSN,Mumbo Jumbo,Mac Play,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/39034/super-collapse-3/?region=All,1,,/games/boxart/full_6810896AmericaFrontccc.png
46827,Super Columns,super-columns,Puzzle,E,GG,Sega,Sega,,,,,,,,,,1995.0,,http://www.vgchartz.com/game/15931/super-columns/?region=All,1,,/games/boxart/full_super-columns_8AmericaFront.jpg
46828,Super Comboman,super-comboman,Action,E10,PC,Flashman Games,Interabang Entertainment,,,,,,,,,,2017.0,11th Aug 18,http://www.vgchartz.com/game/83652/super-comboman/?region=All,1,,/games/boxart/full_2206594AmericaFrontccc.jpg
46829,Super Comboman,super-comboman,Action,E10,OSX,Flashman Games,Interabang Entertainment,,,,,,,,,,2017.0,11th Aug 18,http://www.vgchartz.com/game/83653/super-comboman/?region=All,1,,/games/boxart/full_3900173AmericaFrontccc.jpg
46830,Super Conflict: The Mideast,super-conflict-the-mideast,Strategy,,SNES,Victory Lap Games,Manley & Associates,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/39107/super-conflict-the-mideast/?region=All,1,,/games/boxart/full_3973541AmericaFrontccc.jpg
46831,Super Contra,super-contra,Shooter,E10,XBL,Konami,Digital Eclipse,,,,,,,,,,2007.0,,http://www.vgchartz.com/game/27977/super-contra/?region=All,1,,/games/boxart/full_8384268AmericaFrontccc.jpg
46832,Super Darius,super-darius,Shooter,,VC,Taito,Taito Corporation,,,,,,,,,,2008.0,,http://www.vgchartz.com/game/27537/super-darius/?region=All,1,,/games/boxart/full_super-darius_4JapanFront.jpg
46833,Super Darius,super-darius,Shooter,,PCE,NEC Avenue,Taito Corporation,,,,,,,,,,1990.0,,http://www.vgchartz.com/game/31567/super-darius/?region=All,1,,/games/boxart/full_super-darius_1JapanFront.jpg
46834,Super Darius II,super-darius-ii,Shooter,,VC,Taito,A-Wave,,,,,,,,,,2009.0,,http://www.vgchartz.com/game/31565/super-darius-ii/?region=All,1,,/games/boxart/full_super-darius-ii_7JapanFront.jpg
46835,Super Darius II,super-darius-ii,Shooter,,PCE,NEC Avenue,A-Wave,,,,,,,,,,1993.0,,http://www.vgchartz.com/game/31566/super-darius-ii/?region=All,1,,/games/boxart/full_super-darius-ii_8JapanFront.jpg
